# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Feb 25 20:07:02 2019
#
# User preference: *
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
#
pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,ra_str,ra,dec_str,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_disc
160.07000000,0.23000000,-0.23000000,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.026560,,,,0,,,,0,,,,0,2012
1155.70000000,71.90000000,-37.00000000,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.026560,,,,,,,,,,,,,2012
18.31500000,0.00800000,-0.00800000,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,,,,,,,,,,,,,2011
40.11400000,0.05300000,-0.05300000,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,,,,,,,,,,,,,2011
90.30900000,0.18400000,-0.18400000,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,,,,,,,,,,,,,2011
147.02000000,1.43000000,-0.91000000,0,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,,,,,,,,,,,,,2017
130.08000000,0.51000000,-0.51000000,0,21h57m19.85s,329.332703,-37d45m49.0s,-37.763622,,,,,,,,,,,,,2004
875.50000000,5.80000000,-5.80000000,0,21h56m23.99s,329.099945,+21d14m23.5s,21.239859,,,,,,,,,,,,,2012
380.85001000,0.09000000,-0.09000000,0,03h20m42.69s,50.177895,-33d43m48.4s,-33.730103,,,,,,,,,,,,0,2008
352.70000000,1.70000000,-1.70000000,0,21h58m59.69s,329.748718,+19d01m13.1s,19.020302,,,,0,,,,0,,,,0,2017
3.52474859,0.00000038,-0.00000038,0,22h03m10.77s,330.794891,+18d53m03.5s,18.884319,0.73000,0.04000,-0.04000,0,232.01590,12.71320,-12.71320,0,15.581,0.224,-0.224,0,1999
442.19000000,0.50000000,-0.50000000,0,22h09m29.87s,332.374451,-07d32m55.2s,-7.548654,,,,,,,,,,,,0,1998
354.10000000,0.70000000,-0.70000000,0,22h11m51.33s,332.963867,+16d02m26.0s,16.040550,,,,0,,,,0,,,,,2007
1558.00000000,22.00000000,-22.00000000,0,22h18m06.54s,334.527252,+61d08m04.0s,61.134438,,,,0,,,,0,,,,0,2018
2.24571000,0.00028000,-0.00028000,0,22h27m30.92s,336.878845,-77d43m04.5s,-77.717926,,,,,,,,,,,,0,2005
380.70000000,1.40000000,-1.40000000,0,22h27m03.07s,336.762787,-17d15m49.2s,-17.263659,,,,0,,,,0,,,,,2009
882.70001000,7.60000000,-7.60000000,0,22h31m00.37s,337.751526,-49d25m59.8s,-49.433270,,,,,,,,,,,,0,2001
1854.40000000,1.10000000,-1.10000000,0,22h40m19.87s,340.082794,+31d47m15.3s,31.787594,,,,0,,,,0,,,,0,2016
5.75999000,0.00157000,-0.00175000,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,,,,0,,,,0,,,,0,2018
7.28243000,0.00451000,-0.00827000,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,,,,0,,,,0,,,,0,2018
10.86499000,0.00564000,-0.00613000,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,,,,0,,,,0,,,,0,2018
25.19670000,0.04760000,-0.05050000,0,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,,,,0,,,,0,,,,0,2018
3.93404000,0.00066000,-0.00066000,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,,,,,,,,,,,,0,2009
567.94000000,2.70000000,-2.70000000,0,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,,,,,,,,,,,,,2009
1311.00000000,49.00000000,-49.00000000,0,22h53m37.93s,343.408051,-48d35m53.8s,-48.598286,,,,,,,,,,,,,2002
1256.00000000,35.00000000,-35.00000000,0,22h54m39.48s,343.664520,-70d04m25.3s,-70.073708,,,,,,,,,,,,,2002
148.60001000,0.70000000,-0.70000000,0,22h53m03.98s,343.266598,+44d28m39.9s,44.477753,,,,,,,,,,,,0,2015
118.45000000,0.55000000,-0.55000000,0,22h55m53.71s,343.973785,-26d39m31.5s,-26.658764,,,,,,,,,,,,0,2003
22.67860000,0.00850000,-0.00870000,0,03h27m12.48s,51.802010,-58d19m25.3s,-58.323681,,,,0,,,,0,,,,0,2019
53.73570000,0.03120000,-0.03090000,0,03h27m12.48s,51.802010,-58d19m25.3s,-58.323681,,,,0,,,,0,,,,0,2019
7.12682000,0.00003900,-0.00003900,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,,,,,,,,,,,,0,1998
4270.00000000,220.00000000,-220.00000000,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,,,,,,,,,,,,,2005
1319.00000000,4.00000000,-4.00000000,0,23h03m08.20s,345.784180,-00d25m46.6s,-0.429622,,,,0,,,,0,,,,0,2011
3501.30000000,2.10000000,-2.10000000,0,23h02m36.67s,345.652771,+58d52m33.3s,58.875927,,,,0,,,,0,,,,0,2018
225.70000000,0.40000000,-0.40000000,0,23h09m10.73s,347.294708,-02d15m38.7s,-2.260742,,,,,,,,,,,,0,2010
5501.00000000,130.00000000,-119.00000000,0,23h14m06.58s,348.527435,-62d42m00.0s,-62.700005,,,,,,,,,,,,,2012
3.09292600,0.00001000,-0.00001000,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,0.01491,0.00060,-0.00060,0,4.74000,0.19000,-0.19000,0,1.602,0.055,-0.055,0,2015
6.76458000,0.00033000,-0.00033000,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,0.01372,0.00069,-0.00069,0,4.36000,0.22000,-0.22000,0,1.511,0.047,-0.047,0,2015
46.85900000,0.02800000,-0.02800000,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,0.05088,0.00201,-0.00201,-1,16.17000,0.64000,-0.64000,-1,1.610,0.020,-0.020,-1,2015
22.71700000,0.01500000,-0.01500000,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,0.02297,0.00126,-0.00126,-1,7.30000,0.40000,-0.40000,-1,1.310,0.020,-0.020,-1,2015
94.20000000,0.20000000,-0.20000000,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,,,,,,,,,,,,,2015
2247.00000000,43.00000000,-43.00000000,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,,,,,,,,,,,,,2015
2093.30000000,32.70000000,-32.70000000,0,23h14m53.83s,348.724278,+56d43m49.2s,56.730328,,,,,,,,,,,,,2012
3.83492000,0.00014000,-0.00014000,0,23h18m46.74s,349.694733,+18d38m44.6s,18.645720,,,,0,,,,0,,,,0,2007
4682.00000000,99.00000000,-99.00000000,0,23h18m46.74s,349.694733,+18d38m44.6s,18.645720,,,,0,,,,0,,,,0,2016
672.09998000,3.70000000,-3.70000000,0,23h20m14.38s,350.059906,+61d58m12.5s,61.970127,,,,,,,,,,,,0,2012
2209.00000000,103.00000000,-81.00000000,0,23h25m52.99s,351.470795,-20d36m57.7s,-20.616030,,,,,,,,,,,,,2012
3724.70000000,463.00000000,-463.00000000,0,23h26m27.44s,351.614349,+08d38m37.8s,8.643845,,,,0,,,,0,,,,0,2011
218.47000000,0.19000000,-0.19000000,0,23h26m36.99s,351.654114,+56d53m11.5s,56.886528,,,,,,,,,,,,,2016
456.10000000,7.70000000,-5.80000000,0,23h31m20.34s,352.834747,-58d12m35.0s,-58.209732,,,,,,,,,,,,,2007
1173.00000000,16.00000000,-16.00000000,0,23h32m54.05s,353.225189,+63d09m19.7s,63.155483,,,,,,,,,,,,,2016
871.00000000,19.00000000,-19.00000000,0,23h38m07.95s,354.533112,-70d54m12.1s,-70.903358,,,,,,,,,,,,,2016
3999.00000000,500.00000000,-500.00000000,0,23h38m00.31s,354.501282,+48d59m47.5s,48.996521,,,,,,,,,,,,0,2011
572.38000000,0.61000000,-0.61000000,0,23h41m51.53s,355.464722,-05d59m08.7s,-5.985757,,,,,,,,,,,,0,1999
1189.10000000,5.10000000,-5.10000000,0,23h58m51.76s,359.715668,-61d35m12.4s,-61.586773,,,,,,,,,,,,,2016
26.69040000,0.00190000,-0.00190000,0,23h59m53.83s,359.974304,-22d25m41.2s,-22.428114,,,,0,,,,0,,,,0,2006
528.07000000,0.14000000,-0.14000000,0,03h40m49.53s,55.206356,+31d49m34.6s,31.826290,,,,0,,,,0,,,,0,2011
730.59998000,5.70000000,-5.70000000,0,03h39m43.09s,54.929562,-52d54m57.0s,-52.915836,,,,,,,,,,,,0,2001
1214.00000000,9.00000000,-9.00000000,0,03h39m23.64s,54.848495,-60d04m40.2s,-60.077843,,,,,,,,,,,,0,2006
141.63000000,0.06700000,-0.06700000,0,19h32m04.16s,293.017334,+16d28m27.4s,16.474291,,,,0,,,,0,,,,0,2007
192.00000000,0.22000000,-0.22000000,0,09h09m48.81s,137.453380,+53d34m05.6s,53.568230,,,,,,,,,,,,,2013
17.66700000,0.14200000,-0.09500000,0,03h41m50.40s,55.459988,-62d46m01.5s,-62.767075,0.05638,0.00444,-0.04405,0,17.92000,1.41000,-14.00000,0,,,,0,2019
29.62500000,0.22400000,-0.17100000,0,03h41m50.40s,55.459988,-62d46m01.5s,-62.767075,0.05405,0.00337,-0.04333,0,17.18000,1.07000,-13.77000,0,,,,0,2019
1561.00000000,12.00000000,-12.00000000,0,03h48m00.37s,57.001556,+40d31m50.3s,40.530636,,,,,,,,,,,,0,2003
4100.00000000,210.00000000,-210.00000000,0,18h38m20.21s,279.584229,+59d15m13.9s,59.253857,,,,0,,,,0,,,,0,2018
501.75000000,2.33000000,-2.33000000,0,23h10m29.23s,347.621792,+57d01m46.0s,57.029456,,,,,,,,,,,,,2009
745.70001000,14.00000000,-14.00000000,0,23h15m42.22s,348.925934,+58d02m35.7s,58.043240,,,,,,,,,,,,0,2011
3668.00000000,170.00000000,-170.00000000,0,03h50m22.97s,57.595699,+17d28m34.9s,17.476366,,,,,,,,,,,,0,2006
535.59998000,3.00000000,-3.00000000,0,03h56m36.30s,59.151241,+74d04m48.1s,74.080032,,,,,,,,,,,,0,2015
1845.00000000,167.00000000,-167.00000000,0,03h55m49.44s,58.956001,-65d11m12.0s,-65.186676,,,,0,,,,0,,,,0,2010
3.44420000,0.00020000,-0.00020000,0,00h29m59.87s,7.499466,-05d45m50.4s,-5.764002,,,,,,,,,,,,0,2005
42.37800000,0.01000000,-0.01000000,0,04h15m16.32s,63.818001,-07d39m10.3s,-7.652871,,,,0,,,,0,,,,0,2018
428.10000000,1.10000000,-1.10000000,0,04h16m29.03s,64.120956,-59d18m07.8s,-59.302155,,,,,,,,,,,,,2000
2208.00000000,66.00000000,-66.00000000,0,04h19m45.47s,64.939461,-41d57m37.0s,-41.960266,,,,,,,,,,,,,2012
18.02000000,0.01000000,-0.02000000,0,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,,,,,,,,,,,,,2005
36.07000000,0.26000000,-0.09000000,0,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,,,,,,,,,,,,,2017
5174.00000000,171.00000000,-82.00000000,0,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,,,,,,,,,,,,,2017
379.00000000,2.00000000,-2.00000000,0,04h26m26.32s,66.609673,-10d33m03.0s,-10.550821,,,,,,,,,,,,0,2001
1116.00000000,26.00000000,-26.00000000,0,04h24m50.71s,66.211273,-50d37m19.9s,-50.622192,,,,,,,,,,,,,2010
6.08810000,0.00180000,-0.00180000,0,04h07m01.22s,61.755104,+15d20m06.1s,15.335032,,,,,,,,,,,,0,2013
8.78360000,0.00540000,-0.00540000,0,04h42m55.78s,70.732407,+18d57m29.4s,18.958172,,,,,,,,,,,,,2008
380.20000000,1.60000000,-1.60000000,0,04h31m25.45s,67.856056,+04d34m31.0s,4.575287,,,,0,,,,0,,,,,2011
1362.30000000,4.60000000,-4.00000000,0,04h37m52.22s,69.467590,+60d40m34.3s,60.676197,,,,,,,,,,,,,2017
2443.00000000,160.00000000,-160.00000000,0,05h23m21.56s,80.839851,-02d16m39.4s,-2.277619,,,,,,,,,,,,0,2009
311.60001000,1.80000000,-1.80000000,0,00h33m10.39s,8.293311,+54d53m41.9s,54.894985,,,,,,,,,,,,0,2013
2770.00000000,100.00000000,-100.00000000,0,04h41m54.37s,70.476555,-58d01m14.7s,-58.020756,,,,,,,,,,,,0,2002
11613.00000000,1837.00000000,-1837.00000000,0,04h41m54.37s,70.476555,-58d01m14.7s,-58.020756,,,,,,,,,,,,,2016
1157.00000000,27.00000000,-27.00000000,0,04h48m36.38s,72.151604,-05d40m26.6s,-5.674045,,,,,,,,,,,,0,2009
1684.00000000,61.00000000,-61.00000000,0,04h48m28.49s,72.118690,-28d25m09.5s,-28.419298,,,,,,,,,,,,,2014
847.00000000,20.00000000,-20.00000000,0,04h50m17.86s,72.574425,-24d22m07.8s,-24.368839,,,,0,,,,0,,,,,2011
466.00000000,3.00000000,-3.00000000,0,04h54m43.65s,73.681892,+12d21m07.9s,12.352201,,,,,,,,,,,,0,2010
16.55350000,0.00340000,-0.00350000,0,04h55m38.38s,73.909927,-23d14m30.8s,-23.241880,,,,0,,,,0,,,,0,2019
51.20530000,0.03730000,-0.03680000,0,04h55m38.38s,73.909927,-23d14m30.8s,-23.241880,,,,0,,,,0,,,,0,2019
271.67370000,2.11350000,-2.24710000,0,04h55m38.38s,73.909927,-23d14m30.8s,-23.241880,,,,0,,,,0,,,,0,2019
0.95962400,0.00002800,-0.00002800,0,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,,,,0,,,,0,1.700,0.080,-0.080,0,2016
29.83832000,0.00290500,-0.00319900,0,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,,,,0,,,,0,2.860,0.220,-0.220,0,2016
8.50900000,0.04500000,-0.04500000,0,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,,,,0,,,,0,,,,0,2017
157.54000000,0.38000000,-0.38000000,0,05h09m36.72s,77.403000,+69d38m21.9s,69.639404,,,,,,,,,,,,,2009
2372.00000000,26.00000000,-26.00000000,0,05h07m55.76s,76.982353,+26d19m40.7s,26.327963,,,,,,,,,,,,,2015
3.38773000,0.00008000,-0.00008000,0,15h49m37.69s,237.407043,-49d57m48.7s,-49.963524,,,,,,,,,,,,0,2004
326.00000000,1.20000000,-1.20000000,0,05h07m35.54s,76.898087,-13d59m11.3s,-13.986480,,,,0,,,,0,,,,,2011
834.00000000,29.00000000,-24.00000000,0,05h07m35.54s,76.898087,-13d59m11.3s,-13.986480,,,,0,,,,0,,,,0,2018
18.19910000,0.00170000,-0.00170000,0,05h08m01.01s,77.004219,-26d47m50.9s,-26.797472,,,,0,,,,0,,,,0,2006
388.00000000,3.00000000,-3.00000000,0,05h22m33.53s,80.639717,+79d13m52.1s,79.231148,,,,,,,,,,,,,2005
551.40002000,7.80000000,-7.80000000,0,05h12m36.10s,78.150421,-14d57m04.0s,-14.951111,,,,,,,,,,,,0,2015
916.00000000,29.50000000,-29.50000000,0,05h12m36.10s,78.150421,-14d57m04.0s,-14.951111,,,,,,,,,,,,,2015
1049.00000000,11.00000000,-11.00000000,0,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,,,,,,,,,,,,0,2009
214.67000000,0.45000000,-0.45000000,0,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,,,,0,,,,0,,,,0,2017
117.87000000,0.18000000,-0.18000000,0,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,,,,0,,,,0,,,,0,2017
49.17500000,0.04500000,-0.04500000,0,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,,,,0,,,,0,,,,0,2017
676.80000000,7.90000000,-7.90000000,0,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,,,,0,,,,0,,,,0,2017
5700.00000000,1500.00000000,-1500.00000000,0,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,,,,0,,,,0,,,,0,2017
82.46700000,0.01900000,-0.01900000,0,05h31m33.35s,82.888962,+64d19m07.6s,64.318779,,,,,,,,,,,,,2016
62.21800000,0.01500000,-0.01500000,0,00h39m21.81s,9.840858,+21d15m01.7s,21.250473,,,,,,,,,,,,,2003
154.37800000,0.08900000,-0.08900000,0,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,,,,,,,,,,,,,2002
885.50000000,5.10000000,-5.10000000,0,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,,,,,,,,,,,,,2002
1862.00000000,38.00000000,-38.00000000,0,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,,,,,,,,,,,,,2005
55.01292000,0.00062000,-0.00062000,0,05h40m01.73s,85.007210,+06d03m38.1s,6.060579,,,,0,,,,0,,,,0,2004
2720.00000000,15.00000000,-15.00000000,0,05h40m01.73s,85.007210,+06d03m38.1s,6.060579,,,,0,,,,0,,,,0,2012
363.20001000,1.60000000,-1.60000000,0,05h37m02.02s,84.258408,-73d41m57.6s,-73.699341,,,,,,,,,,,,0,2010
14.30944000,0.00030000,-0.00030000,0,05h46m34.91s,86.645470,+01d10m05.5s,1.168193,,,,0,,,,0,,,,,2000
2136.10000000,3.10000000,-3.10000000,0,05h46m34.91s,86.645470,+01d10m05.5s,1.168193,,,,0,,,,0,,,,,2000
686.80000000,1.40000000,-1.40000000,0,05h47m59.18s,86.996567,-08d19m39.7s,-8.327700,,,,0,,,,0,,,,,2009
2093.07000000,1.73000000,-1.73000000,0,05h37m09.89s,84.291214,-80d28m08.8s,-80.469124,,,,0,,,,0,,,,0,2001
4.31230000,0.00110000,-0.00120000,0,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,,,,,,,,,,,,,2009
9.61840000,0.00500000,-0.00490000,0,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,,,,,,,,,,,,,2009
20.43200000,0.02200000,-0.02400000,0,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,,,,,,,,,,,,,2009
51.76000000,0.50000000,-0.46000000,0,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,,,,,,,,,,,,,2013
197.80000000,5.70000000,-9.00000000,0,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,,,,,,,,,,,,,2013
578.60000000,3.30000000,-3.30000000,0,06h06m39.16s,91.663147,+63d27m13.8s,63.453838,,,,0,,,,0,,,,0,2017
264.14999000,0.23000000,-0.23000000,0,06h04m29.94s,91.124763,+44d15m37.6s,44.260445,,,,,,,,,,,,0,2002
963.00000000,38.00000000,-38.00000000,0,05h59m49.65s,89.956871,-48d14m22.9s,-48.239693,,,,,,,,,,,,,2004
1.32830000,0.00001200,-0.00001200,0,05h59m49.65s,89.956886,-48d14m23.4s,-48.239841,,,,,,,,,,,,,2003
526.62000000,0.30000000,-0.30000000,0,00h43m12.60s,10.802486,-37d58m57.5s,-37.982632,,,,,,,,,,,,,2007
857.50000000,6.20000000,-6.30000000,0,06h09m56.47s,92.485275,+34d08m07.1s,34.135300,,,,,,,,,,,,,2017
431.88000000,0.85000000,-0.85000000,0,00h44m41.20s,11.171676,+20d26m56.1s,20.448927,,,,,,,,,,,,0,2001
6700.00000000,4500.00000000,-4500.00000000,0,00h44m41.20s,11.171676,+20d26m56.1s,20.448927,,,,,,,,,,,,,2014
828.00000000,8.10000000,-8.10000000,0,00h44m26.65s,11.111043,-26d30m56.4s,-26.515680,,,,,,,,,,,,0,2001
149.61000000,0.37000000,-0.34000000,0,06h12m00.57s,93.002357,+06d46m59.1s,6.783074,,,,,,,,,,,,,2016
15.56000000,0.02000000,-0.02000000,0,00h44m39.27s,11.163615,-65d38m58.3s,-65.649521,,,,,,,,,,,,0,2005
356.21000000,0.88000000,-0.88000000,0,00h45m40.36s,11.418160,+07d50m42.1s,7.845021,,,,0,,,,0,,,,,2009
327.80000000,1.20000000,-1.20000000,0,06h13m35.66s,93.398590,-29d53m50.2s,-29.897270,,,,,,,,,,,,,2010
36.99870000,0.00110000,-0.00110000,0,06h19m34.68s,94.894485,+41d05m32.3s,41.092304,,,,0,,,,0,,,,0,2007
472.30000000,6.30000000,-5.00000000,0,06h20m14.32s,95.059677,-10d43m30.0s,-10.725009,,,,,,,,,,,,,2010
5.88540000,0.00030000,-0.00030000,0,06h24m43.88s,96.182831,-28d46m48.4s,-28.780113,,,,0,,,,0,,,,0,2019
13.13540000,0.00260000,-0.00250000,0,06h24m43.88s,96.182831,-28d46m48.4s,-28.780113,,,,0,,,,0,,,,0,2019
963.60000000,3.40000000,-3.40000000,0,06h28m45.71s,97.190460,+38d57m46.7s,38.962963,,,,,,,,,,,,,2004
226.93000000,0.37000000,-0.37000000,0,06h25m38.48s,96.410316,-31d28m51.4s,-31.480953,,,,,,,,,,,,,2008
342.85000000,0.28000000,-0.28000000,0,06h25m38.48s,96.410316,-31d28m51.4s,-31.480953,,,,,,,,,,,,,2008
44.07300000,0.00480000,-0.00480000,0,06h29m13.19s,97.304962,+10d56m02.0s,10.933891,,,,0,,,,0,,,,0,2008
3.02357300,0.00006500,-0.00006500,0,06h33m12.62s,98.302597,+05d27m46.5s,5.462925,,,,,,,,,,,,,2000
4.08450000,0.00020000,-0.00020000,0,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297,,,,,,,,,,,,0,2008
1353.60000000,57.10000000,-57.10000000,0,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297,,,,,,,,,,,,,2008
360.20000000,1.40000000,-1.40000000,0,00h49m13.95s,12.308117,-24d08m12.0s,-24.136671,,,,,,,,,,,,,2012
2732.00000000,81.00000000,-81.00000000,0,00h49m13.95s,12.308117,-24d08m12.0s,-24.136671,,,,,,,,,,,,,2012
363.30000000,2.50000000,-2.40000000,0,06h37m40.79s,99.419968,-12d59m06.4s,-12.985116,,,,0,,,,0,,,,0,2016
684.70000000,5.00000000,-4.90000000,0,06h37m40.79s,99.419968,-12d59m06.4s,-12.985116,,,,0,,,,0,,,,0,2016
712.13000000,0.31000000,-0.31000000,0,06h37m47.62s,99.448410,-32d20m23.0s,-32.339733,,,,,,,,,,,,,2002
780.30000000,4.60000000,-4.60000000,0,06h40m01.73s,100.007195,-48d32m31.0s,-48.541954,,,,,,,,,,,,,2008
400.50000000,1.70000000,-1.70000000,0,00h51m06.28s,12.776146,-12d55m39.4s,-12.927608,,,,0,,,,0,,,,,2018
4.94737000,0.00098000,-0.00098000,0,06h51m30.52s,102.877151,+40d52m03.9s,40.867756,,,,,,,,,,,,0,2002
2482.70000000,110.00000000,-110.00000000,0,06h52m02.03s,103.008438,-33d54m56.0s,-33.915562,,,,,,,,,,,,,2005
1293.00000000,37.00000000,-37.00000000,0,06h54m42.82s,103.678436,+24d14m44.0s,24.245558,,,,,,,,,,,,,2002
14.07260000,0.00160000,-0.00160000,0,06h54m51.34s,103.713921,-55d15m33.6s,-55.259327,,,,0,,,,0,,,,0,2019
95.94460000,0.15550000,-0.13660000,0,06h54m51.34s,103.713921,-55d15m33.6s,-55.259327,,,,0,,,,0,,,,0,2019
119.29000000,0.08600000,-0.08600000,0,07h00m18.04s,105.075150,-05d22m01.8s,-5.367162,,,,,,,,,,,,0,2000
637.10000000,1.40000000,-1.40000000,0,00h55m01.40s,13.755836,+00d47m22.4s,0.789553,,,,0,,,,0,,,,,2007
872.20000000,6.00000000,-6.00000000,0,00h55m01.40s,13.755836,+00d47m22.4s,0.789553,,,,0,,,,0,,,,,2014
1827.00000000,10.00000000,-10.00000000,0,07h12m14.97s,108.062378,-38d10m28.3s,-38.174541,,,,0,,,,0,,,,0,2018
139.35000000,0.21000000,-0.22000000,0,00h57m56.70s,14.486255,+34d59m08.0s,34.985561,,,,,,,,,,,,,2016
779.90000000,4.90000000,-4.90000000,0,00h58m14.22s,14.559246,+33d57m03.2s,33.950886,,,,0,,,,0,,,,,2012
492.30000000,2.30000000,-2.30000000,0,00h09m52.82s,2.470091,-50d16m04.2s,-50.267822,,,,,,,,,,,,,2014
177.11000000,0.32000000,-0.32000000,0,01h00m33.19s,15.138300,+20d17m32.9s,20.292484,,,,,,,,,,,,0,2011
299.36000000,0.26000000,-0.31000000,0,07h31m48.40s,112.951653,+17d05m09.8s,17.086046,,,,,,,,,,,,,2016
201.90000000,0.30000000,-0.30000000,0,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,,,,,,,,,,,,,2008
600.10000000,2.40000000,-2.40000000,0,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,,,,,,,,,,,,,2008
589.64000000,0.81000000,-0.81000000,0,07h45m18.95s,116.328957,+28d01m34.3s,28.026199,,,,,,,,,,,,,2006
2.81805000,0.00007100,-0.00007100,0,07h39m21.85s,114.841049,-78d16m44.3s,-78.278969,,,,,,,,,,,,0,2005
358.00000000,1.00000000,-1.00000000,0,07h47m49.72s,116.957161,-54d15m50.9s,-54.264145,,,,,,,,,,,,0,2009
21.99800000,0.00900000,-0.00900000,0,01h04m40.15s,16.167295,-39d29m17.6s,-39.488216,,,,,,,,,,,,0,2003
613.09998000,11.00000000,-11.00000000,0,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324,,,,,,,,,,,,0,2003
152.60000000,0.60000000,-0.60000000,0,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324,,,,,,,,,,,,,2013
480.50000000,0.50000000,-0.50000000,0,08h02m15.94s,120.566406,+02d20m04.5s,2.334571,,,,,,,,,,,,,2012
1973.00000000,31.00000000,-31.00000000,0,08h03m28.67s,120.869438,-01d09m45.8s,-1.162709,,,,,,,,,,,,0,2005
352.20000000,1.70000000,-1.60000000,0,08h07m39.76s,121.915649,+31d33m04.7s,31.551319,,,,,,,,,,,,,2015
2374.00000000,193.00000000,-156.00000000,0,08h07m39.76s,121.915649,+31d33m04.7s,31.551319,,,,,,,,,,,,,2015
2496.00000000,180.00000000,-180.00000000,0,01h07m48.66s,16.952761,-08d14m01.3s,-8.233706,,,,,,,,,,,,0,2009
1103.00000000,33.00000000,-33.00000000,0,08h05m23.69s,121.348717,-74d24m37.5s,-74.410416,,,,,,,,,,,,,2016
6.27711000,0.00021000,-0.00021000,0,08h18m22.17s,124.592384,+61d27m38.6s,61.460724,,,,,,,,,,,,0,2001
8.66700000,0.00300000,-0.00300000,0,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,,,,,,,,,,,,,2006
31.56000000,0.04000000,-0.04000000,0,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,,,,,,,,,,,,,2006
197.00000000,3.00000000,-3.00000000,0,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,,,,,,,,,,,,,2006
