# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar 10 21:44:44 2019
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_disc
HD 116029 b,Radial Velocity,2,670.00000000,11.00000000,-11.00000000,0,1.650000,0.050000,-0.050000,0,0.000000,,,0,,,,0,123.68,0.59,-0.59,0,0.83,0.24,-0.24,0,4.89,0.21,-0.21,0,2011
HD 116029 c,Radial Velocity,2,907.00000000,30.00000000,-29.00000000,0,,,,0,0.038000,0.127000,-0.075000,0,,,,0,123.68,0.59,-0.59,0,0.83,0.24,-0.24,0,4.89,0.21,-0.21,0,2018
HD 117207 b,Radial Velocity,1,2597.00000000,41.00000000,-41.00000000,0,3.740000,0.070000,-0.070000,0,0.140000,0.040000,-0.040000,0,,,,0,32.38,0.05,-0.05,0,0.96,0.08,-0.08,0,1.11,0.01,-0.01,0,2004
HD 11755 b,Radial Velocity,1,433.70001000,3.20000000,-3.20000000,0,1.090000,0.040000,-0.040000,0,0.190000,0.100000,-0.100000,0,,,,0,231.50,22.70,-22.70,0,0.72,0.17,-0.17,0,20.58,2.27,-2.27,0,2015
HD 117618 b,Radial Velocity,1,25.82700000,0.01900000,-0.01900000,0,0.170000,0.000000,0.000000,0,0.420000,0.170000,-0.170000,0,,,,0,37.82,0.09,-0.09,0,1.17,0.09,-0.09,0,1.20,0.01,-0.01,0,2004
HD 118203 b,Radial Velocity,1,6.13350000,0.00060000,-0.00060000,0,0.070000,0.000000,0.000000,0,0.310000,0.010000,-0.010000,0,,,,0,92.51,0.24,-0.24,0,1.84,0.24,-0.24,0,2.06,0.06,-0.06,0,2005
HD 119130 b,Transit,1,16.98410000,0.00080000,-0.00080000,0,0.130000,0.010000,-0.010000,0,0.040000,0.060000,-0.030000,0,0.235,0.010,-0.009,0,114.29,0.82,-0.81,0,1.00,0.03,-0.03,0,1.09,0.03,-0.03,0,2019
HD 11964 b,Radial Velocity,2,1945.00000000,26.00000000,-26.00000000,0,3.160000,0.190000,-0.190000,0,0.041000,0.047000,-0.047000,0,,,,0,33.57,0.04,-0.04,0,1.12,,,0,,,,,2005
HD 11964 c,Radial Velocity,2,37.91000000,0.04100000,-0.04100000,0,0.229000,0.013000,-0.013000,0,0.300000,0.170000,-0.170000,0,,,,0,33.57,0.04,-0.04,0,1.12,,,0,,,,,2008
HD 11977 b,Radial Velocity,1,711.00000000,8.00000000,-8.00000000,0,1.930000,,,0,0.400000,0.070000,-0.070000,0,,,,0,68.05,0.71,-0.71,0,1.91,0.21,-0.21,0,10.09,0.32,-0.32,0,2005
HD 120084 b,Radial Velocity,1,2082.00000000,24.00000000,-35.00000000,0,4.300000,,,0,0.660000,0.140000,-0.100000,0,,,,,103.35,0.52,-0.52,0,2.39,0.06,-0.30,0,9.12,0.65,-0.61,0,2013
HD 121504 b,Radial Velocity,1,63.33000000,0.03000000,-0.03000000,0,0.330000,0.010000,-0.010000,0,0.030000,0.010000,-0.010000,0,,,,0,41.71,0.07,-0.07,0,1.62,0.21,-0.21,0,1.07,0.02,-0.02,0,2003
HD 12484 b,Radial Velocity,1,58.83000000,0.08000000,-0.08000000,0,0.297000,0.005000,-0.005000,0,0.070000,0.030000,-0.030000,0,,,,,51.10,2.50,-2.50,0,1.01,0.03,-0.03,0,,,,,2016
HD 125595 b,Radial Velocity,1,9.67370000,0.00390000,-0.00390000,0,0.080000,0.000000,0.000000,0,0.000000,,,0,,,,0,28.22,0.06,-0.06,0,0.29,0.25,-0.25,0,0.74,0.05,-0.05,0,2009
HD 125612 b,Radial Velocity,3,557.04000000,0.35000000,-0.35000000,0,1.372000,0.083000,-0.083000,0,0.455300,0.005500,-0.005500,0,,,,0,57.72,0.16,-0.16,0,1.11,0.20,-0.20,0,1.05,0.07,-0.07,0,2007
HD 125612 c,Radial Velocity,3,4.15514000,0.00026000,-0.00026000,0,0.052400,0.003100,-0.003100,0,0.049000,0.038000,-0.038000,0,,,,0,57.72,0.16,-0.16,0,1.11,0.20,-0.20,0,1.05,0.07,-0.07,0,2009
HD 125612 d,Radial Velocity,3,2835.00000000,7.90000000,-7.90000000,0,4.060000,0.250000,-0.250000,0,0.117200,0.005600,-0.005600,0,,,,0,57.72,0.16,-0.16,0,1.11,0.20,-0.20,0,1.05,0.07,-0.07,0,2009
HD 12648 b,Radial Velocity,1,133.60001000,0.50000000,-0.50000000,0,0.540000,0.020000,-0.020000,0,0.040000,0.080000,-0.080000,0,,,,0,158.40,9.00,-9.00,0,0.67,0.07,-0.07,0,11.02,0.48,-0.48,0,2015
HD 12661 b,Radial Velocity,2,262.70862000,0.08300000,-0.08300000,0,0.840000,0.020000,-0.020000,0,0.380000,0.010000,-0.010000,0,,,,0,37.89,0.06,-0.06,0,1.20,0.10,-0.10,0,1.20,0.02,-0.02,0,2000
HD 12661 c,Radial Velocity,2,1708.00000000,14.00000000,-14.00000000,0,2.814500,0.023800,-0.023800,0,0.031000,0.022000,-0.022000,0,,,,,37.89,0.06,-0.06,0,1.20,0.10,-0.10,0,1.20,0.02,-0.02,0,2002
HD 126614 b,Radial Velocity,1,1244.00000000,17.00000000,-17.00000000,0,2.370000,0.040000,-0.040000,0,0.410000,0.100000,-0.100000,0,,,,0,73.25,0.24,-0.24,0,1.26,0.20,-0.20,0,1.32,0.05,-0.05,0,2009
HD 128311 b,Radial Velocity,2,453.01900000,0.40400000,-0.40400000,0,1.084000,0.006000,-0.006000,0,0.303000,0.011000,-0.011000,0,,,,,16.52,0.04,-0.04,0,0.83,0.01,-0.01,0,0.76,0.02,-0.02,0,2002
HD 128311 c,Radial Velocity,2,921.53800000,1.15000000,-1.15000000,0,1.740000,0.010000,-0.010000,0,0.159000,0.006000,-0.006000,0,,,,,16.52,0.04,-0.04,0,0.83,0.01,-0.01,0,0.76,0.02,-0.02,0,2005
HD 128356 b,Radial Velocity,1,298.20000000,1.60000000,-1.60000000,0,0.870000,0.030000,-0.030000,0,0.570000,0.080000,-0.080000,0,,,,,26.03,0.52,-0.52,0,0.65,0.05,-0.05,0,0.85,0.02,-0.02,0,2016
HD 129445 b,Radial Velocity,1,1840.00000000,55.00000000,-55.00000000,0,2.900000,0.200000,-0.200000,0,0.700000,0.100000,-0.100000,0,,,,0,67.57,0.16,-0.16,0,0.99,,,0,,,,,2009
HD 130322 b,Radial Velocity,1,10.70871000,0.00018000,-0.00018000,0,0.092500,,,0,0.029000,0.016000,-0.016000,0,,,,,31.91,0.07,-0.07,0,0.92,0.03,-0.03,0,0.85,0.04,-0.04,0,1999
HD 131496 b,Radial Velocity,1,896.00000000,16.00000000,-16.00000000,0,2.010000,0.120000,-0.120000,0,0.181000,0.060000,-0.060000,0,,,,,132.34,1.15,-1.15,0,1.34,,,0,4.44,,,0,2011
HD 131664 b,Radial Velocity,1,1951.00000000,41.00000000,-41.00000000,0,3.170000,0.070000,-0.070000,0,0.640000,0.000000,0.000000,0,,,,0,52.89,0.10,-0.10,0,1.19,0.11,-0.11,0,1.08,0.02,-0.02,0,2008
HD 13167 b,Radial Velocity,1,2613.00000000,17.00000000,-17.00000000,0,4.100000,0.340000,-0.340000,0,0.563000,0.033000,-0.033000,0,,,,,149.57,1.08,-1.08,0,1.35,,,0,2.39,,,0,2018
HD 13189 b,Radial Velocity,1,471.60001000,6.00000000,-6.00000000,0,1.250000,0.080000,-0.080000,0,0.270000,0.060000,-0.060000,0,,,,0,504.71,15.82,-15.82,0,2.24,0.88,-0.88,0,38.41,4.84,-4.84,0,2005
HD 132406 b,Radial Velocity,1,974.00000000,39.00000000,-39.00000000,0,1.980000,0.060000,-0.060000,0,0.340000,0.090000,-0.090000,0,,,,0,70.93,0.14,-0.14,0,1.03,0.15,-0.15,0,1.34,0.04,-0.04,0,2007
HD 132563 b,Radial Velocity,1,1544.00000000,34.00000000,-34.00000000,0,2.620000,0.040000,-0.040000,0,0.220000,0.090000,-0.090000,0,,,,0,105.47,0.28,-0.28,0,1.08,0.03,-0.03,0,1.09,0.08,-0.08,0,2011
HD 133131 A b,Radial Velocity,2,649.00000000,3.00000000,-3.00000000,0,1.440000,0.005000,-0.005000,0,0.330000,0.030000,-0.030000,0,,,,,47.00,,,0,0.95,,,0,,,,,2016
HD 133131 A c,Radial Velocity,2,3568.00000000,1084.00000000,-1084.00000000,0,4.490000,0.920000,-0.920000,0,0.490000,0.220000,-0.220000,0,,,,,47.00,,,0,0.95,,,0,,,,,2016
HD 133131 B b,Radial Velocity,1,5769.00000000,831.00000000,-831.00000000,0,6.150000,0.590000,-0.590000,0,0.610000,0.040000,-0.040000,0,,,,,47.00,,,0,0.93,,,0,,,,,2016
HD 134060 b,Radial Velocity,2,3.26960000,0.00010000,-0.00010000,0,0.044400,0.001300,-0.001400,0,0.450000,0.040000,-0.040000,0,,,,0,24.20,0.26,-0.26,0,1.09,,,0,,,,0,2019
HD 134060 c,Radial Velocity,2,1291.56460000,48.03330000,-44.21970000,0,2.392800,0.092900,-0.095100,0,0.110000,0.130000,-0.070000,0,,,,0,24.20,0.26,-0.26,0,1.09,,,0,,,,0,2019
HD 134987 b,Radial Velocity,2,258.17999000,0.07000000,-0.07000000,0,0.810000,0.020000,-0.020000,0,0.230000,0.000000,0.000000,0,,,,0,22.20,1.10,-1.10,0,1.10,0.07,-0.07,0,1.22,0.03,-0.03,0,1999
HD 134987 c,Radial Velocity,2,5000.00000000,400.00000000,-400.00000000,0,5.800000,0.500000,-0.500000,0,0.120000,0.020000,-0.020000,0,,,,0,22.20,1.10,-1.10,0,1.10,0.07,-0.07,0,1.22,0.03,-0.03,0,2009
HD 136352 b,Radial Velocity,3,11.58240000,0.00240000,-0.00250000,0,0.093400,0.003700,-0.004000,0,0.140000,0.080000,-0.080000,0,,,,0,14.81,0.09,-0.09,0,0.81,,,0,,,,0,2019
HD 136352 c,Radial Velocity,3,27.58210000,0.00890000,-0.00860000,0,0.166600,0.006600,-0.007200,0,0.040000,0.050000,-0.030000,0,,,,0,14.81,0.09,-0.09,0,0.81,,,0,,,,0,2019
HD 136352 d,Radial Velocity,3,107.59830000,0.27960000,-0.26690000,0,0.412800,0.016300,-0.017500,0,0.090000,0.100000,-0.070000,0,,,,0,14.81,0.09,-0.09,0,0.81,,,0,,,,0,2019
HD 136418 b,Radial Velocity,1,464.29999000,3.20000000,-3.20000000,0,1.290000,0.030000,-0.030000,0,0.250000,0.040000,-0.040000,0,,,,0,105.49,0.31,-0.31,0,1.48,0.12,-0.12,0,3.78,0.10,-0.10,0,2009
HD 137388 b,Radial Velocity,1,330.00000000,3.00000000,-3.00000000,0,0.890000,0.020000,-0.020000,0,0.360000,0.120000,-0.120000,0,,,,0,40.53,0.05,-0.05,0,0.68,0.05,-0.05,0,0.88,0.01,-0.01,0,2011
HD 13908 b,Radial Velocity,2,19.38200000,0.00600000,-0.00600000,0,0.154000,0.002500,-0.002500,0,0.020000,0.018000,-0.018000,0,,,,,79.73,0.22,-0.22,0,1.29,0.04,-0.04,0,1.67,0.10,-0.10,0,2013
HD 13908 c,Radial Velocity,2,931.00000000,17.00000000,-17.00000000,0,2.030000,0.040000,-0.040000,0,0.120000,0.020000,-0.020000,0,,,,,79.73,0.22,-0.22,0,1.29,0.04,-0.04,0,1.67,0.10,-0.10,0,2013
HD 13931 b,Radial Velocity,1,4218.00000000,390.00000000,-390.00000000,0,5.150000,0.330000,-0.330000,0,0.020000,0.040000,-0.040000,0,,,,0,47.46,0.14,-0.14,0,1.30,0.13,-0.13,0,1.25,0.02,-0.02,0,2009
HD 139357 b,Radial Velocity,1,1125.70000000,9.00000000,-9.00000000,0,2.360000,0.200000,-0.200000,0,0.100000,0.020000,-0.020000,0,,,,0,112.45,0.70,-0.70,0,1.35,0.24,-0.24,0,11.47,0.75,-0.75,0,2008
HD 1397 b,Transit,1,11.53533000,0.00079000,-0.00080000,0,0.109700,0.001100,-0.001300,0,0.251000,0.020000,-0.019000,0,1.026,0.025,-0.027,0,79.75,0.17,-0.17,0,1.32,0.04,-0.05,0,2.34,0.05,-0.06,0,2018
HD 14067 b,Radial Velocity,1,1455.00000000,13.00000000,-12.00000000,0,3.400000,0.100000,-0.100000,0,0.533000,0.043000,-0.047000,0,,,,,163.40,12.30,-12.30,0,2.40,0.20,-0.20,0,12.40,1.10,-1.10,0,2014
HD 141399 b,Radial Velocity,4,94.44000000,0.05000000,-0.05000000,0,0.415000,0.011000,-0.011000,0,0.040000,0.020000,-0.020000,0,,,,,36.20,0.50,-0.50,0,1.07,0.08,-0.08,0,,,,,2014
HD 141399 c,Radial Velocity,4,201.99000000,0.08000000,-0.08000000,0,0.689000,0.020000,-0.020000,0,0.048000,0.009000,-0.009000,0,,,,,36.20,0.50,-0.50,0,1.07,0.08,-0.08,0,,,,,2014
HD 141399 d,Radial Velocity,4,1069.80000000,6.70000000,-6.70000000,0,2.090000,0.060000,-0.060000,0,0.074000,0.025000,-0.025000,0,,,,,36.20,0.50,-0.50,0,1.07,0.08,-0.08,0,,,,,2014
HD 141399 e,Radial Velocity,4,5000.00000000,560.00000000,-2000.00000000,0,5.000000,1.500000,-1.500000,0,0.260000,0.220000,-0.220000,0,,,,,36.20,0.50,-0.50,0,1.07,0.08,-0.08,0,,,,,2014
HD 141937 b,Radial Velocity,1,653.21997000,1.20000000,-1.20000000,0,1.500000,0.030000,-0.030000,0,0.410000,0.010000,-0.010000,0,,,,0,33.39,0.07,-0.07,0,1.09,0.05,-0.05,0,1.03,0.01,-0.01,0,2002
HD 142 b,Radial Velocity,2,349.70000000,1.20000000,-1.20000000,0,1.020000,0.030000,-0.030000,0,0.170000,0.060000,-0.060000,0,,,,,26.21,0.04,-0.04,0,1.23,0.22,-0.16,0,1.47,0.04,-0.04,0,2001
HD 142 c,Radial Velocity,2,6005.00000000,477.00000000,-477.00000000,0,6.800000,0.500000,-0.500000,0,0.210000,0.070000,-0.070000,0,,,,,26.21,0.04,-0.04,0,1.23,0.22,-0.16,0,1.47,0.04,-0.04,0,2012
HD 142022 A b,Radial Velocity,1,1928.00000000,46.00000000,-46.00000000,0,2.930000,0.070000,-0.070000,0,0.530000,0.200000,-0.200000,0,,,,0,34.31,0.03,-0.03,0,0.90,0.05,-0.05,0,1.04,0.03,-0.03,0,2005
HD 142245 b,Radial Velocity,1,1299.00000000,48.00000000,-48.00000000,0,2.780000,0.090000,-0.090000,0,0.000000,,,0,,,,0,97.50,0.39,-0.39,0,3.50,0.47,-0.47,0,4.63,0.16,-0.16,0,2011
HD 142415 b,Radial Velocity,1,386.29999000,1.60000000,-1.60000000,0,1.060000,0.020000,-0.020000,0,0.500000,,,0,,,,0,35.57,0.04,-0.04,0,1.07,0.10,-0.10,0,1.04,0.02,-0.02,0,2003
HD 143105 b,Radial Velocity,1,2.19740000,0.00030000,-0.00030000,0,0.037900,0.000900,-0.000900,0,0.070000,,,1,,,,,48.70,0.80,-0.80,0,1.51,0.11,-0.11,0,,,,,2016
HD 143361 b,Radial Velocity,1,1046.20000000,3.20000000,-3.20000000,0,1.980000,0.070000,-0.070000,0,0.193000,0.015000,-0.015000,0,,,,,65.66,5.09,-5.09,0,0.95,0.05,-0.05,0,0.99,0.08,-0.08,0,2008
HD 145377 b,Radial Velocity,1,103.95000000,0.13000000,-0.13000000,0,0.450000,0.010000,-0.010000,0,0.310000,0.020000,-0.020000,0,,,,0,53.57,0.14,-0.14,0,1.20,0.14,-0.14,0,1.05,0.02,-0.02,0,2008
HD 145457 b,Radial Velocity,1,176.30000000,0.39000000,-0.39000000,0,0.760000,0.040000,-0.040000,0,0.110000,0.040000,-0.040000,0,,,,0,135.82,0.40,-0.40,0,1.23,0.34,-0.34,0,10.52,0.41,-0.41,0,2010
HD 145934 b,Radial Velocity,1,2730.00000000,100.00000000,-100.00000000,0,4.600000,0.140000,-0.140000,0,0.053000,0.053000,-0.063000,0,,,,,229.35,2.41,-2.41,0,1.75,0.10,-0.10,0,5.38,0.44,-0.44,0,2015
HD 1461 b,Radial Velocity,2,5.77152000,0.00045000,-0.00045000,0,0.063400,0.002200,-0.002200,0,0.172000,,,1,,,,,23.47,0.03,-0.03,0,1.02,,,0,,,,,2010
HD 1461 c,Radial Velocity,2,13.50520000,0.00290000,-0.00290000,0,0.111700,0.003900,-0.003900,0,0.305000,,,1,,,,,23.47,0.03,-0.03,0,1.02,,,0,,,,,2015
HD 147018 b,Radial Velocity,2,44.23600000,0.00800000,-0.00800000,0,0.238800,0.003900,-0.003900,0,0.468600,0.008100,-0.008100,0,,,,0,42.96,1.59,-1.59,0,0.93,0.03,-0.03,0,,,,,2009
HD 147018 c,Radial Velocity,2,1008.00000000,18.00000000,-18.00000000,0,1.922000,0.039000,-0.039000,0,0.133000,0.011000,-0.011000,0,,,,0,42.96,1.59,-1.59,0,0.93,0.03,-0.03,0,,,,,2009
HD 147379 b,Radial Velocity,1,86.78000000,0.16000000,-0.15000000,0,0.323000,0.005000,-0.006000,0,0.070000,0.040000,-0.040000,0,,,,0,10.77,0.00,0.00,0,0.60,0.07,-0.07,0,,,,0,2017
HD 147513 b,Radial Velocity,1,528.40000000,6.30000000,-6.30000000,0,1.320000,,,0,0.260000,0.050000,-0.050000,0,,,,0,12.91,0.02,-0.02,0,1.11,,,0,,,,,2003
HD 14787 b,Radial Velocity,1,676.60000000,8.10000000,-8.10000000,0,1.700000,0.190000,-0.190000,0,0.155000,0.073000,-0.073000,0,,,,,119.54,0.75,-0.75,0,1.43,,,0,5.01,,,0,2018
HD 147873 b,Radial Velocity,2,116.59600000,0.02300000,-0.02300000,0,0.522000,0.018000,-0.018000,0,0.207000,0.013000,-0.013000,0,,,,,104.93,10.90,-10.90,0,1.38,0.05,-0.05,0,2.29,0.10,-0.10,0,2016
HD 147873 c,Radial Velocity,2,491.54000000,0.79000000,-0.79000000,0,1.360000,0.050000,-0.050000,0,0.230000,0.030000,-0.030000,0,,,,,104.93,10.90,-10.90,0,1.38,0.05,-0.05,0,2.29,0.10,-0.10,0,2016
HD 148156 b,Radial Velocity,1,1027.00000000,28.00000000,-28.00000000,0,2.450000,0.040000,-0.050000,0,0.520000,0.040000,-0.090000,0,,,,0,57.22,0.15,-0.15,0,1.22,,,0,1.21,0.03,-0.03,0,2009
HD 148164 b,Radial Velocity,2,328.55000000,0.41000000,-0.41000000,0,0.993000,0.066000,-0.066000,0,0.587000,0.026000,-0.026000,0,,,,0,77.37,0.30,-0.30,0,1.21,0.24,-0.24,0,1.34,0.10,-0.10,0,2018
HD 148164 c,Radial Velocity,2,5062.00000000,114.00000000,-114.00000000,0,6.150000,0.500000,-0.500000,0,0.125000,0.017000,-0.017000,0,,,,0,77.37,0.30,-0.30,0,1.21,0.24,-0.24,0,1.34,0.10,-0.10,0,2018
HD 148284 b,Radial Velocity,1,339.33100000,0.01800000,-0.01800000,0,0.974000,0.079000,-0.079000,0,0.389260,0.000890,-0.000890,0,,,,0,121.61,0.65,-0.65,0,1.07,0.26,-0.26,0,1.48,0.16,-0.16,0,2018
HD 148427 b,Radial Velocity,1,331.50000000,3.00000000,-3.00000000,0,1.040000,0.020000,-0.020000,0,0.160000,0.080000,-0.080000,0,,,,0,71.50,0.31,-0.31,0,1.64,0.27,-0.27,0,3.86,0.12,-0.12,0,2009
HD 149026 b,Radial Velocity,1,2.87589000,0.00000200,-0.00000200,0,,,,0,0.000000,,,0,0.740,0.020,-0.020,0,76.03,0.17,-0.17,0,1.42,0.33,-0.33,0,1.41,0.03,-0.03,0,2005
HD 149143 b,Radial Velocity,1,4.07182000,0.00001000,-0.00001000,0,0.053000,0.002900,-0.002900,0,0.016700,0.004000,-0.004000,0,,,,0,73.43,0.36,-0.36,0,1.20,0.20,-0.20,0,1.44,0.08,-0.08,0,2005
HD 1502 b,Radial Velocity,1,428.50000000,1.20000000,-1.20000000,0,1.262000,0.092000,-0.092000,0,0.031000,0.022000,-0.022000,0,,,,,191.96,2.78,-2.78,0,1.46,,,0,4.67,,,0,2011
HD 150706 b,Radial Velocity,1,5894.00000000,5584.00000000,-1498.00000000,0,6.700000,4.000000,-1.400000,0,0.380000,0.280000,-0.320000,0,,,,,28.29,0.02,-0.02,0,1.17,0.12,-0.12,0,0.96,0.02,-0.02,0,2012
HD 152079 b,Radial Velocity,1,2899.00000000,52.00000000,-52.00000000,0,3.980000,0.150000,-0.150000,0,0.520000,0.020000,-0.020000,0,,,,,83.33,10.56,-10.56,0,1.10,0.05,-0.05,0,1.15,0.13,-0.13,0,2009
HD 152581 b,Radial Velocity,1,686.50000000,4.80000000,-4.80000000,0,1.660000,0.300000,-0.300000,0,0.040000,0.031000,-0.031000,0,,,,,166.54,1.17,-1.17,0,1.30,,,0,5.14,,,0,2011
HD 153950 b,Radial Velocity,1,499.39999000,3.60000000,-3.60000000,0,1.280000,0.020000,-0.020000,0,0.340000,0.020000,-0.020000,0,,,,0,48.52,0.12,-0.12,0,1.25,0.18,-0.18,0,1.28,0.04,-0.04,0,2008
HD 154345 b,Radial Velocity,1,3341.55884000,93.00000000,-93.00000000,0,4.210000,0.100000,-0.100000,0,0.040000,0.050000,-0.050000,0,,,,0,18.29,0.01,-0.01,0,0.71,0.07,-0.07,0,0.85,0.01,-0.01,0,2006
HD 154672 b,Radial Velocity,1,163.94000000,0.01000000,-0.01000000,0,0.600000,0.020000,-0.020000,0,0.610000,0.030000,-0.030000,0,,,,0,64.77,3.52,-3.52,0,1.18,0.12,-0.12,0,1.32,0.02,-0.02,0,2008
HD 154857 b,Radial Velocity,2,408.60001000,0.50000000,-0.50000000,0,1.290000,0.020000,-0.020000,0,0.460000,0.020000,-0.020000,0,,,,0,63.56,0.16,-0.16,0,1.96,0.12,-0.12,0,2.30,0.06,-0.06,0,2004
HD 154857 c,Radial Velocity,2,3452.00000000,105.00000000,-105.00000000,0,5.360000,0.090000,-0.090000,0,0.060000,0.050000,-0.050000,0,,,,,63.56,0.16,-0.16,0,1.96,0.12,-0.12,0,2.30,0.06,-0.06,0,2014
HD 155233 b,Radial Velocity,1,818.80000000,12.10000000,-12.10000000,0,2.000000,0.060000,-0.060000,0,0.040000,0.040000,-0.040000,0,,,,,75.13,3.33,-3.33,0,1.69,0.14,-0.14,0,5.03,0.39,-0.39,0,2015
HD 155358 b,Radial Velocity,2,194.30000000,0.30000000,-0.30000000,0,0.630000,0.020000,-0.020000,0,0.170000,0.030000,-0.030000,0,,,,0,43.00,,,0,1.15,0.08,-0.08,0,1.38,0.02,-0.02,0,2007
HD 155358 c,Radial Velocity,2,391.90000000,1.00000000,-1.00000000,0,1.020000,0.020000,-0.020000,0,0.160000,0.100000,-0.100000,0,,,,0,43.00,,,0,1.15,0.08,-0.08,0,1.38,0.02,-0.02,0,2007
HD 156279 b,Radial Velocity,2,131.05000000,0.54000000,-0.54000000,0,0.490000,0.010000,-0.010000,0,0.710000,0.020000,-0.020000,0,,,,0,36.23,0.04,-0.04,0,0.95,0.08,-0.08,0,0.95,0.02,-0.02,0,2011
HD 156279 c,Radial Velocity,2,4191.00000000,270.00000000,-310.00000000,0,,,,0,0.231000,0.018000,-0.021000,0,,,,0,36.23,0.04,-0.04,0,0.95,0.08,-0.08,0,0.95,0.02,-0.02,0,2018
HD 156411 b,Radial Velocity,1,842.20000000,14.50000000,-14.50000000,0,1.880000,0.030000,-0.040000,0,0.220000,0.080000,-0.080000,0,,,,,56.96,0.18,-0.18,0,1.25,,,0,2.16,0.09,-0.09,0,2009
HD 156668 b,Radial Velocity,1,4.64550000,0.00110000,-0.00110000,0,0.050000,0.000700,-0.000700,0,0.000000,,,0,,,,0,24.35,0.02,-0.02,0,0.77,0.02,-0.02,0,0.72,0.01,-0.01,0,2010
HD 156846 b,Radial Velocity,1,359.51001000,0.09000000,-0.09000000,0,1.120000,0.020000,-0.020000,0,0.850000,0.000000,0.000000,0,,,,0,47.80,0.12,-0.12,0,1.38,0.14,-0.14,0,1.90,0.04,-0.04,0,2007
HD 158038 b,Radial Velocity,1,521.00000000,6.90000000,-6.90000000,0,1.500000,0.040000,-0.040000,0,0.290000,0.090000,-0.090000,0,,,,0,95.12,0.23,-0.23,0,1.30,0.56,-0.56,0,4.50,0.16,-0.16,0,2011
HD 158996 b,Radial Velocity,1,820.20000000,14.00000000,-14.00000000,0,2.100000,0.200000,-0.200000,0,0.130000,0.050000,-0.050000,0,,,,0,294.10,,,0,1.80,0.30,-0.30,0,50.30,4.30,-4.30,0,2018
HD 159243 b,Radial Velocity,2,12.62000000,0.00400000,-0.00400000,0,0.110000,0.002000,-0.002000,0,0.020000,0.018000,-0.018000,0,,,,,73.46,0.23,-0.23,0,1.12,0.03,-0.03,0,1.12,0.05,-0.05,0,2013
HD 159243 c,Radial Velocity,2,248.40000000,4.90000000,-4.90000000,0,0.800000,0.020000,-0.020000,0,0.075000,0.050000,-0.050000,0,,,,,73.46,0.23,-0.23,0,1.12,0.03,-0.03,0,1.12,0.05,-0.05,0,2013
HD 159868 b,Radial Velocity,2,1184.10000000,7.10000000,-7.10000000,0,2.320000,0.140000,-0.140000,0,0.024000,0.019000,-0.019000,0,,,,,55.94,0.17,-0.17,0,1.19,,,0,2.13,,,0,2006
HD 159868 c,Radial Velocity,2,351.00000000,1.10000000,-1.10000000,0,1.032000,0.064000,-0.064000,0,0.184000,0.037000,-0.037000,0,,,,,55.94,0.17,-0.17,0,1.19,,,0,2.13,,,0,2012
